year,month,day,avg_temp,avg_humidity,avg_pressure,condition
2022,11,23,23,0.67,30.36,clear
2022,11,24,30.29,0.74,30.28,overcast
2022,11,25,23.35,0.76,30.69,clear
2022,11,26,25,0.72,30.52,clear
2022,11,27,28.42,0.87,30.2,light_snow
2022,11,28,31.22,0.75,30.01,overcast
2022,11,29,23.3,0.79,29.7,overcast
2022,11,30,25.28,0.75,30.02,overcast
2022,12,1,33.9,0.72,29.65,overcast
2022,12,2,33.9,0.72,29.65,overcast
2022,12,3,20.76,0.77,30.04,ice_fog
2022,12,4,12.17,0.71,30.5,clear
2022,12,5,24.68,0.82,30.11,light_snow
2022,12,6,26.23,0.81,29.98,low_clouds
2022,12,7,20.74,0.85,30.09,ice_fog
2022,12,8,19.59,0.84,30.29,ice_fog
2022,12,9,23.06,0.78,30.08,clear
2022,12,10,23.06,0.78,30.08,clear
2022,12,11,25.7,0.7,30.05,overcast
2022,12,12,30.32,0.88,29.66,light_snow
2022,12,13,30.32,0.88,29.66,light_snow
2022,12,14,20.64,0.81,30.01,overcast
2022,12,15,18.09,0.84,30.33,ice_fog
2022,12,16,18.09,0.84,30.33,ice_fog
2022,12,17,12.52,0.84,30.43,ice_fog
2022,12,18,5.06,0.81,30.23,ice_fog
2022,12,19,-3.11,0.78,30.21,ice_fog
2022,12,20,-2.86,0.76,30.42,clear
2022,12,21,10.14,0.76,30.44,overcast
2022,12,22,24.75,0.69,30,overcast
2022,12,23,10.12,0.75,30.49,light_snow
2022,12,24,10.12,0.75,30.49,light_snow
2022,12,25,20.5,0.86,30.51,ice_fog
2022,12,26,26.38,0.88,30.46,ice_fog
2022,12,27,31.71,0.82,29.68,passing_clouds
2022,12,28,31.71,0.82,29.68,passing_clouds
2022,12,29,30.69,0.76,29.69,overcast
2022,12,30,22.75,0.84,29.97,overcast
2022,12,31,31.47,0.85,29.81,light_snow
